DISTRICT	DISTNAME	CONST	CANDIDATE_NAME	AGE	SEX	PARTYNAME	SYMBOLNAME	TOTALVOTE
15	सप्तरी	4	जिसमूल  खाँ	59	M	सद्भावना पार्टी 	तीर	4141
15	सप्तरी	4	रेणु कुमारी यादव	54	F	मधेशी जनअधिकार फोरम, नेपाल 	हातले समातेको मसाल 	3007
15	सप्तरी	4	सुर्य नारायण मंडल	58	M	स्वतन्त्र 	ताल्चा साँचो	1533
15	सप्तरी	4	गजेन्द्र कुमार मंडल	34	M	राष्ट्रिय मधेश समाजवादी पार्टी 	साइकल	1515
15	सप्तरी	4	पुस्पा  ठाकुर	51	F	तराई–मधेश लोकतान्त्रिक पार्टी 	जोडा गोरु	1005
15	सप्तरी	4	कला मुद्दिन खाँ	41	M	एकीकृत नेपाल कम्युनिष्ट पार्टी (माओवादी)	गोलाकारभित्र हँसिया हथौडा 	911
15	सप्तरी	4	चुल्हाई मंडल धानुक	34	M	दलित जनजाति पार्टी 	जग	828
15	सप्तरी	4	फुलगेन  राम	33	M	राष्ट्रिय प्रजातन्त्र पार्टी नेपाल 	गाई	609
15	सप्तरी	4	जगदिश प्रसाद यादव	64	M	नेपाल परिवार दल 	साँचो	550
15	सप्तरी	4	बिदेश्वोर प्रसाद यादब	33	M	मधेशी जनअधिकार फोरम (गणतान्त्रिक)	रेल	393
15	सप्तरी	4	मुनी लाल साह	66	M	तराई मधेश सदभावना पार्टी नेपाल 	लट्ठी लिएको पुरुष 	343
15	सप्तरी	4	विरेन्द्र साह तेली	40	M	स्वतन्त्र 	अर्ना भैंसी	336
15	सप्तरी	4	हरि  मंडल	38	M	संघीय सद्भावना पार्टी 	राजहाँस	231
15	सप्तरी	4	सुवी  यादव	54	M	नेपाल सद्भावना पार्टी	हात	195
15	सप्तरी	4	राम विलास सदा	46	M	स्वतन्त्र 	साबेल	179
15	सप्तरी	4	बद्री नारायण यादव	47	M	नेपाल कम्युनिष्ट पार्टी (संयुक्त)	हँसिया	146
15	सप्तरी	4	ललिता कुमारी यादव	25	F	राष्ट्रिय प्रजातन्त्र पार्टी 	हलो	104
15	सप्तरी	4	उपेन्द्र प्रसाद साह	46	M	राष्ट्रिय जनता दल नेपाल 	लालटिन	100
15	सप्तरी	4	उषा देवी माझी	35	F	समाजवादी जनता पार्टी 	चन्द्रमा	89
15	सप्तरी	4	राम प्रसाद मुखिया	62	M	पिछडावर्ग निषाद दलित जनजाति पार्टी  	कछुवा 	88
15	सप्तरी	4	सत्य नारायण चौधरी	60	M	मधेश तराई फोरम  	बाल्टिन 	87
15	सप्तरी	4	जय नारायण शर्मा	48	M	नेपाल मजदुर किसान पार्टी 	मादल	85
15	सप्तरी	4	श्री नारायण मलाह	64	M	स्वतन्त्र 	स्कुटर	73
15	सप्तरी	4	हरेराम  ठाकुर	45	M	नेपाल लेबर पार्टी	सिट्ठी	70
15	सप्तरी	4	हिरा लाल सदा	67	M	तराई मधेश पहाड हिमाल एकता पार्टी  	सिसाकलम	70
15	सप्तरी	4	जुद्ध नारायण मंडल	28	M	जनतान्त्रिक तराई मधेश मुक्ति टाइगर्स 	गोरुगाडा	66
15	सप्तरी	4	लाल देव यादव	66	M	स्वतन्त्र 	सयपत्रि फूल	60
15	सप्तरी	4	झवर प्रसाद राम	50	M	सङ्घीय समाजवादी पार्टी, नेपाल	गोलाकार भित्र छाता	58
15	सप्तरी	4	भुपेन्द्र कुमार चौधरी	29	M	थरुहट तराई पार्टी नेपाल  	ढक्की 	42
15	सप्तरी	4	रमण कुमार यादव	26	M	शिवसेना नेपाल 	डमरु	40
15	सप्तरी	4	नन्द किशोर यादव	37	M	स्वतन्त्र 	प्रेसर कुकर	37
15	सप्तरी	4	मो तैयव अली	47	M	राष्ट्रिय मधेश एकता पार्टी, नेपाल 	ट्रयाक्टर	35
15	सप्तरी	4	लक्ष्मण सिंह भोर	56	M	स्वतन्त्र 	काइँयो	33
15	सप्तरी	4	राम चन्द्र मंडल	40	M	राष्ट्रिय शिवसेना पार्टी 	सिपाही	27
15	सप्तरी	4	सगर मियाँ भाट	29	M	हरियाली नेपाल पार्टी 	आँप	25
15	सप्तरी	4	कमल नारायण यादव	54	M	नव नेपाल निर्माण पार्टी 	खरायो	24
15	सप्तरी	4	खुर्सिद  खाँ	51	M	स्वतन्त्र 	भुईंकटहर	23
15	सप्तरी	4	नरेश कुमार ठाकुर	34	M	जनयुनिटी को–अपरेटिभ पार्टी नेपाल 	कापी कलम	20
15	सप्तरी	4	युगेश्वर प्रसाद साह	50	M	नेपाल कम्युनिष्ट पार्टी (माले–समाजवादी)	सुकुन्दा	19
15	सप्तरी	5	तेजु लाल चौधरी	51	M	नेपाली काँग्रेस	रुख	7959
15	सप्तरी	5	गोविन्द वहादुर न्यौपाने	63	M	नेपाल कम्यूनिष्ट पार्टी (ए. मा. ले)	सूर्य	7663
15	सप्तरी	5	छेदी लाल चौधरी थारु	56	M	मधेशी जनअधिकार फोरम, नेपाल(लोकतान्त्रिक)	नमस्कार गरेको हात 	6423
15	सप्तरी	5	दिनेश कुमार यादव	38	M	सद्भावना पार्टी 	तीर	4647
15	सप्तरी	5	सरस्वती कुमारी चौधरी	41	F	एकीकृत नेपाल कम्युनिष्ट पार्टी (माओवादी)	गोलाकारभित्र हँसिया हथौडा 	1326
15	सप्तरी	5	मो.  एयुव	42	M	मधेशी जनअधिकार फोरम, नेपाल 	हातले समातेको मसाल 	1321
15	सप्तरी	5	श्री उमदेश्वर प्रसाद साहु	55	M	राष्ट्रिय प्रजातन्त्र पार्टी 	हलो	1023
15	सप्तरी	5	हरे कृष्ण भगत	59	M	राष्ट्रिय मधेश समाजवादी पार्टी 	साइकल	887
15	सप्तरी	5	सवुर लाल साह	64	M	स्वतन्त्र 	कालोपाटी	779
15	सप्तरी	5	मो. याकुव राइन	37	M	दलित जनजाति पार्टी 	जग	752
15	सप्तरी	5	माधुरी कुमारी साह	47	F	मधेशी जनअधिकार फोरम (गणतान्त्रिक)	रेल	620
15	सप्तरी	5	शंकर लाल चौधरी	65	M	तराई–मधेश लोकतान्त्रिक पार्टी 	जोडा गोरु	560
15	सप्तरी	5	विनोद कुमार चौधरी	39	M	सङ्घीय समाजवादी पार्टी, नेपाल	गोलाकार भित्र छाता	434
15	सप्तरी	5	छेदी लाल पासमान	47	M	स्वतन्त्र 	ताल्चा साँचो	209
15	सप्तरी	5	हरी नारायण मंडल खत्वे	62	M	नेपाल कम्युनिष्ट पार्टी (संयुक्त)	हँसिया	173
15	सप्तरी	5	लगन देव सदा मुसहर	54	M	नेपाल कम्युनिष्ट पार्टी	घन कोदाला	169
15	सप्तरी	5	वालक दास चौधरी	42	M	राष्ट्रिय प्रजातन्त्र पार्टी नेपाल 	गाई	159
15	सप्तरी	5	महेन्द्र प्रसाद चौधरी	57	M	संघीय गणतान्त्रिक समाजवादी पार्टी, नेपाल	डम्फु	144
15	सप्तरी	5	शुशिल कुमार यादव	35	M	स्वतन्त्र 	कप	136
15	सप्तरी	5	डा.लक्ष्मी लाल चौधरी	70	M	नेपाल लोकतान्त्रिक समाजवादी दल 	कलम	122
15	सप्तरी	5	सरवन कुमार चौधरी	31	M	नेपाली जनता दल 	पाङ्ग्रो	111
15	सप्तरी	5	शिवजी  मोची	46	M	थरुहट तराई पार्टी नेपाल  	ढक्की 	97
15	सप्तरी	5	दुखी लाल चौधरी	57	M	नेपाल परिवार दल 	साँचो	83
15	सप्तरी	5	विशेश्वर प्रसाद भगत	25	M	स्वतन्त्र 	गितार	81
15	सप्तरी	5	प्रमिला देवी खंग	34	F	नेपाल मजदुर किसान पार्टी 	मादल	71
15	सप्तरी	5	राम टहल यादव	38	M	राष्ट्रिय मधेश एकता पार्टी, नेपाल 	ट्रयाक्टर	61
15	सप्तरी	5	विनय कुमार साह	32	M	संघीय सद्भावना पार्टी 	राजहाँस	59
15	सप्तरी	5	महेन्द्र  साह	33	M	राष्ट्रिय जनता दल नेपाल 	लालटिन	57
15	सप्तरी	5	देवानन्द  चौधरी	27	M	नेपाल लेबर पार्टी	सिट्ठी	55
15	सप्तरी	5	लाल मो. राइन	33	M	जनतान्त्रिक तराई मधेश मुक्ति टाइगर्स 	गोरुगाडा	29
15	सप्तरी	5	लक्ष्मण प्रसाद भगत	29	M	स्वतन्त्र 	सयपत्रि फूल	27
15	सप्तरी	5	सिहेश्वर  साह	37	M	नेपाल कम्युनिष्ट पार्टी (माले–समाजवादी)	सुकुन्दा	22
15	सप्तरी	5	इन्द्र नारायण साह	28	M	नव नेपाल निर्माण पार्टी 	खरायो	21
15	सप्तरी	5	नारायण  सरदार	54	M	राष्ट्रिय जनमुक्ति पार्टी 	घर	18
15	सप्तरी	5	विनोद कुमार गुप्ता	27	M	राष्ट्रिय शिवसेना पार्टी 	सिपाही	17
15	सप्तरी	5	इवराहिम  मंसुरी	52	M	हरियाली नेपाल पार्टी 	आँप	16
15	सप्तरी	5	सोना कुमारी साह	40	F	स्वतन्त्र 	झोला	13
15	सप्तरी	6	सुरेन्द्र प्रसाद यादव	55	M	नेपाली काँग्रेस	रुख	5883
15	सप्तरी	6	मृगेन्द्र कुमार सिंह यादव	54	M	मधेशी जनअधिकार फोरम, नेपाल(लोकतान्त्रिक)	नमस्कार गरेको हात 	5623
15	सप्तरी	6	मो० इस्लाम  ‍ं	39	M	दलित जनजाति पार्टी 	जग	5156
15	सप्तरी	6	छत्र नारायण यादव	69	M	एकीकृत नेपाल कम्युनिष्ट पार्टी (माओवादी)	गोलाकारभित्र हँसिया हथौडा 	3942
15	सप्तरी	6	अनिरुद्ध कुमार सिंह	54	M	मधेशी जनअधिकार फोरम, नेपाल 	हातले समातेको मसाल 	3736
15	सप्तरी	6	वृज नारायण साहु	51	M	नेपाल कम्यूनिष्ट पार्टी (ए. मा. ले)	सूर्य	3151
15	सप्तरी	6	उम्देश्वर प्रसाद साह	55	M	राष्ट्रिय प्रजातन्त्र पार्टी 	हलो	2863
15	सप्तरी	6	विरेन्द्र कुमार साह	36	M	तराई–मधेश लोकतान्त्रिक पार्टी 	जोडा गोरु	1211
15	सप्तरी	6	ललिता देवी लता	49	F	सद्भावना पार्टी 	तीर	609
15	सप्तरी	6	सावेन्द्र कुमार यादव	33	M	स्वतन्त्र 	कप	469
15	सप्तरी	6	दिलिप कुमार यादव	47	M	स्वतन्त्र 	सयपत्रि फूल	420
15	सप्तरी	6	झवर साहु तेली	57	M	नेपाल सद्भावना पार्टी	हात	397
15	सप्तरी	6	रुद्र नारायण यादब	42	M	नेपाल कम्युनिष्ट पार्टी (मार्क्सवादी–लेनिनवादी)	हँसिया र तारा	378
15	सप्तरी	6	अनिल कुमार चौधरी	32	M	नेपाल लोकतान्त्रिक समाजवादी दल 	कलम	307
15	सप्तरी	6	विभास चन्द्र यादव	32	M	मधेशी जनअधिकार फोरम मधेश 	चर्खा	286
15	सप्तरी	6	भरत प्रसाद साह	47	M	राष्ट्रिय मधेश समाजवादी पार्टी 	साइकल	282
15	सप्तरी	6	होम नाथ दास	63	M	नेपाल कम्युनिष्ट पार्टी (संयुक्त)	हँसिया	212
15	सप्तरी	6	लक्ष्मी  चौधरी	60	M	मधेश तराई फोरम  	बाल्टिन 	196
15	सप्तरी	6	मो० उसमान  मिया	54	M	तराई मधेश सदभावना पार्टी नेपाल 	लट्ठी लिएको पुरुष 	140
15	सप्तरी	6	तेज नारायण साह तेली	45	M	राष्ट्रिय प्रजातन्त्र पार्टी नेपाल 	गाई	136
15	सप्तरी	6	रासिन्द्र कुमार यादव	35	M	नेपाल जनता पार्टी 	कमलको फूल	98
15	सप्तरी	6	राम बावु रजक	30	M	राष्ट्रिय जनता दल नेपाल 	लालटिन	69
15	सप्तरी	6	धर्मेन्द्र  ठाकुर	27	M	जनयुनिटी को–अपरेटिभ पार्टी नेपाल 	कापी कलम	64
15	सप्तरी	6	कृष्ण मोहन यादव	28	M	नेपाल परिवार दल 	साँचो	62
15	सप्तरी	6	श्री देव माली	45	M	जनता दल लोकतान्त्रिक पार्टी 	चापाकल	51
15	सप्तरी	6	कृष नन्दन यादव	39	M	राष्ट्रिय मधेश एकता पार्टी, नेपाल 	ट्रयाक्टर	50
15	सप्तरी	6	सुरेन्द्र प्रसाद यादव	51	M	नेपाल कम्युनिष्ट पार्टी (माले–समाजवादी)	सुकुन्दा	44
15	सप्तरी	6	धर्मेन्द्र कुमार यादव	36	M	लोकतान्त्रिक पार्टी–नेपाल 	सिंह	44
15	सप्तरी	6	बलराम  साह	29	M	जनतान्त्रिक तराई मधेश मुक्ति टाइगर्स 	गोरुगाडा	28
15	सप्तरी	6	परमान्नद  झा	61	M	शिवसेना नेपाल 	डमरु	26
15	सप्तरी	6	इसोरी मण्डल खत्वे	50	M	स्वतन्त्र 	कालोपाटी	21
15	सप्तरी	6	जिवछ प्रसाद माझी	31	M	हरियाली नेपाल पार्टी 	आँप	19
15	सप्तरी	6	किशोर कुमार यादब	27	M	राष्ट्रिय शिवसेना पार्टी 	सिपाही	13
16	सिराहा	1	पद्मम नारायण चौधरी	65	M	नेपाली काँग्रेस	रुख	12183
16	सिराहा	1	मुनि साह सुडी	57	M	एकीकृत नेपाल कम्युनिष्ट पार्टी (माओवादी)	गोलाकारभित्र हँसिया हथौडा 	8277
16	सिराहा	1	राजेन्द्र  महतो	47	M	नेपाल कम्यूनिष्ट पार्टी (ए. मा. ले)	सूर्य	7493
16	सिराहा	1	राम नारायण महतो	45	M	सद्भावना पार्टी 	तीर	1743
16	सिराहा	1	शुभा नन्द चौधरी	46	M	मधेशी जनअधिकार फोरम, नेपाल(लोकतान्त्रिक)	नमस्कार गरेको हात 	1166
16	सिराहा	1	रामचन्द्र प्रसाद गुप्ता कमलापुरी	59	M	नेपाल कम्युनिष्ट पार्टी (मार्क्सवादी–लेनिनवादी)	हँसिया र तारा	731
16	सिराहा	1	पशुपति  चौधरी	57	M	तराई–मधेश लोकतान्त्रिक पार्टी 	जोडा गोरु	627
16	सिराहा	1	राम चलितर महतो	29	M	मधेशी जनअधिकार फोरम, नेपाल 	हातले समातेको मसाल 	623
16	सिराहा	1	बिजय कुमार राय दनुवार	47	M	राष्ट्रिय मधेश समाजवादी पार्टी 	साइकल	431
16	सिराहा	1	धिरेन्द्र प्रकाश महतो	40	M	राष्ट्रिय प्रजातन्त्र पार्टी 	हलो	388
16	सिराहा	1	जोगिन्द्र  पासमान	38	M	नेपाल कम्युनिष्ट पार्टी (संयुक्त)	हँसिया	330
16	सिराहा	1	ललित नारायण चौधरी	30	M	राष्ट्रिय प्रजातन्त्र पार्टी नेपाल 	गाई	310
16	सिराहा	1	शिला देवी साह	37	F	राष्ट्रिय जनता दल नेपाल 	लालटिन	82
16	सिराहा	1	योगेन्द्र  साह	48	M	समाजवादी जनता पार्टी 	चन्द्रमा	82
16	सिराहा	1	गिता कुमारी साह	42	F	स्वतन्त्र 	गितार	66
16	सिराहा	1	कृष्ण कुमार चौधरी	43	M	नेपाल लोकतान्त्रिक समाजवादी दल 	कलम	66
16	सिराहा	1	शिला कुमारी यादव	34	F	तराई मधेश सदभावना पार्टी नेपाल 	लट्ठी लिएको पुरुष 	59
16	सिराहा	1	भरत प्रसाद साह	48	M	नेपाल सद्भावना पार्टी	हात	57
16	सिराहा	1	बिजय कुमार महतो	40	M	नेपाल मजदुर किसान पार्टी 	मादल	50
16	सिराहा	1	राम लखन ठाकुर	39	M	नेपाल परिवार दल 	साँचो	42
16	सिराहा	1	उत्तम कामति केवट	59	M	जनता दल लोकतान्त्रिक पार्टी 	चापाकल	41
16	सिराहा	1	मो.ताहिर  मिया	35	M	लोकतान्त्रिक जनता पार्टी नेपाल 	हवाईजहाज	37
16	सिराहा	1	धनेश्वर  यादव	30	M	मधेशी जनअधिकार फोरम (गणतान्त्रिक)	रेल	35
16	सिराहा	1	मो.फारुक  मिया	58	M	स्वतन्त्र 	नरसिङ्गा बाजा	34
16	सिराहा	1	राम पृत महतो	35	M	स्वतन्त्र 	अर्ना भैंसी	29
16	सिराहा	1	राम कुमार चौधरी	43	M	नेपाल जनता पार्टी 	कमलको फूल	26
16	सिराहा	1	राज कुमार कोईराला क्षेत्री	55	M	राष्ट्रिय चुरेभावर पार्टी	चप्पल	26
16	सिराहा	1	संजोग  चौधरी	29	M	जनयुनिटी को–अपरेटिभ पार्टी नेपाल 	कापी कलम	22
16	सिराहा	1	ध्रुव प्रसाद साह सोनार	45	M	स्वतन्त्र 	स्कुटर	20
16	सिराहा	1	नागेन्द्र  प्रधान	50	M	स्वतन्त्र 	सयपत्रि फूल	18
16	सिराहा	1	ललित नारायण महतो	28	M	राष्ट्रिय शिवसेना पार्टी 	सिपाही	18
16	सिराहा	1	हरि लाल कामैत	61	M	स्वतन्त्र 	इनार	17
16	सिराहा	1	राम अधिन चौधरी	41	M	स्वतन्त्र 	पङ्खा 	15
16	सिराहा	1	विद्यापति  झा	33	M	स्वतन्त्र 	कारखाना	15
16	सिराहा	1	सुर्य नारायण मण्डल सुडी	50	M	नेपाल कम्युनिष्ट पार्टी (माले–समाजवादी)	सुकुन्दा	14
16	सिराहा	1	बोधराज  पोखरेल	33	M	स्वतन्त्र 	भुईंकटहर	12
16	सिराहा	1	रामरति देवी राय	43	F	अखण्ड नेपाल पार्टी	ध्वजा	12
16	सिराहा	1	राम विलास पुर्वे	30	M	संघीय सद्भावना पार्टी 	राजहाँस	9
16	सिराहा	1	सुर्य नाथ यादव	33	M	स्वतन्त्र 	कुखुराको चल्ला	8
16	सिराहा	1	फुल  झा	32	M	विश्व सत्यवादी पार्टी  	सर्प 	6
16	सिराहा	1	राम नाथ पण्डित	47	M	स्वतन्त्र 	काइँयो	4
16	सिराहा	2	रामचन्द्र  यादव	52	M	नेपाल कम्यूनिष्ट पार्टी (ए. मा. ले)	सूर्य	9818
16	सिराहा	2	सुर्य नारायण यादव	65	M	नेपाली काँग्रेस	रुख	8137
16	सिराहा	2	राजलाल  यादव	65	M	मधेशी जनअधिकार फोरम (गणतान्त्रिक)	रेल	5581
16	सिराहा	2	जितेन्द्र कुमार यादव	34	M	एकीकृत नेपाल कम्युनिष्ट पार्टी (माओवादी)	गोलाकारभित्र हँसिया हथौडा 	4748
16	सिराहा	2	हरेराम  यादव	46	M	मधेशी जनअधिकार फोरम, नेपाल 	हातले समातेको मसाल 	2157
16	सिराहा	2	राज नारायण यादव	69	M	राष्ट्रिय प्रजातन्त्र पार्टी 	हलो	1035
16	सिराहा	2	अजय कुमार यादव	33	M	नेपाल परिवार दल 	साँचो	772
16	सिराहा	2	बसन्त कुमार यादव	53	M	मधेशी जनअधिकार फोरम, नेपाल(लोकतान्त्रिक)	नमस्कार गरेको हात 	638
16	सिराहा	2	प्रविन कुमार चौधरी	36	M	नेपाल कम्युनिष्ट पार्टी (संयुक्त)	हँसिया	573
16	सिराहा	2	अशोक कुमार यादव	34	M	राष्ट्रिय मधेश समाजवादी पार्टी 	साइकल	362
16	सिराहा	2	राम औतार मण्डल	60	M	लोक दल   	लुगा सिउने कल 	300
16	सिराहा	2	रंजित कुमार ठाकुर	29	M	जनता दल लोकतान्त्रिक पार्टी 	चापाकल	297
16	सिराहा	2	जिबर‌जन भन्ने रामनाथ यादव	61	M	तराई–मधेश लोकतान्त्रिक पार्टी 	जोडा गोरु	291
16	सिराहा	2	राम प्रसाद साहु	70	M	सद्भावना पार्टी 	तीर	190
16	सिराहा	2	दिनेश  यादव	45	M	सङ्घीय समाजवादी पार्टी, नेपाल	गोलाकार भित्र छाता	175
16	सिराहा	2	वालेश्वर  साह	44	M	समाजवादी जनता पार्टी 	चन्द्रमा	151
16	सिराहा	2	राम नाथ रोहिता यादव	70	M	स्वतन्त्र 	खुर्पी	133
16	सिराहा	2	दिलिप कुमार यादव	34	M	तराई मधेश सदभावना पार्टी नेपाल 	लट्ठी लिएको पुरुष 	131
16	सिराहा	2	राजदेव  यादव	54	M	राष्ट्रिय प्रजातन्त्र पार्टी नेपाल 	गाई	108
16	सिराहा	2	उपेन्द्र  चमार	41	M	स्वतन्त्र 	कप	98
16	सिराहा	2	जिवछ प्रसाद यादव	43	M	नेपाल सद्भावना पार्टी	हात	81
16	सिराहा	2	श्रीदेव  यादव	54	M	स्वतन्त्र 	ढुङ्गेधारा	77
16	सिराहा	2	रामपरी देवी यादव	31	F	राष्ट्रिय जनता दल नेपाल 	लालटिन	75
16	सिराहा	2	रामेश्वर ठाकुर बडही	29	M	राष्ट्रिय शिवसेना पार्टी 	सिपाही	68
16	सिराहा	2	सिरिया  पासमान	44	M	नेपाल मजदुर किसान पार्टी 	मादल	67
16	सिराहा	2	रेणु  कर्ण	32	F	स्वतन्त्र 	गितार	64
16	सिराहा	2	तनुक लाल यादव	54	M	स्वतन्त्र 	स्कुटर	62
16	सिराहा	2	रामनारायण  महतो	40	M	जनयुनिटी को–अपरेटिभ पार्टी नेपाल 	कापी कलम	52
16	सिराहा	2	सत्य नारायण ठाकुर	37	M	मधेश तराई फोरम  	बाल्टिन 	30
16	सिराहा	2	वालकृष्ण  यादव	40	M	स्वतन्त्र 	सयपत्रि फूल	21
16	सिराहा	2	महेन्द्र  झा	50	M	विश्व सत्यवादी पार्टी  	सर्प 	17
16	सिराहा	2	बिध्या सागर यादव	29	M	स्वतन्त्र 	कालोपाटी	15
16	सिराहा	2	अरुण कुमार यादव	35	M	स्वतन्त्र 	हेल्मेट	13
16	सिराहा	2	माहावीर  यादव	63	M	स्वतन्त्र 	खल	11
16	सिराहा	2	अनीता  पुर्वे	43	F	संघीय सद्भावना पार्टी 	राजहाँस	11
16	सिराहा	2	सन्तोष कुमार यादव	27	M	स्वतन्त्र 	पेन्चिस	8
16	सिराहा	3	सिता देवी यादव	57	F	नेपाली काँग्रेस	रुख	11142
16	सिराहा	3	प्रमोद कुमार यादव	42	M	नेपाल कम्यूनिष्ट पार्टी (ए. मा. ले)	सूर्य	7964
16	सिराहा	3	राम रिझन यादव	54	M	एकीकृत नेपाल कम्युनिष्ट पार्टी (माओवादी)	गोलाकारभित्र हँसिया हथौडा 	4457
16	सिराहा	3	विजय कुमार यादव	41	M	मधेशी जनअधिकार फोरम, नेपाल 	हातले समातेको मसाल 	3964
16	सिराहा	3	मनोरंजन  गोईत	47	M	मधेशी जनअधिकार फोरम (गणतान्त्रिक)	रेल	2470
16	सिराहा	3	नविन कुमार यादव	37	M	मधेशी जनअधिकार फोरम, नेपाल(लोकतान्त्रिक)	नमस्कार गरेको हात 	1958
16	सिराहा	3	शम्भु प्रसाद यादव	53	M	राष्ट्रिय प्रजातन्त्र पार्टी 	हलो	1840
16	सिराहा	3	मो सज्जाद सिद्धिकी	45	M	राष्ट्रिय मधेश समाजवादी पार्टी 	साइकल	636
16	सिराहा	3	राम पुकार यादव	33	M	जनयुनिटी को–अपरेटिभ पार्टी नेपाल 	कापी कलम	626
16	सिराहा	3	जानकी देवी महरा	46	F	नेपाल कम्युनिष्ट पार्टी (मार्क्सवादी–लेनिनवादी)	हँसिया र तारा	475
16	सिराहा	3	चन्देश्वर  पासमान	45	M	नेपाल कम्युनिष्ट पार्टी (संयुक्त)	हँसिया	385
16	सिराहा	3	राजेन्द्र कुमार साह	43	M	तराई–मधेश लोकतान्त्रिक पार्टी 	जोडा गोरु	291
16	सिराहा	3	गोपाल  राय	41	M	सद्भावना पार्टी 	तीर	265
16	सिराहा	3	राज कुमार मुखिया	36	M	राष्ट्रिय प्रजातन्त्र पार्टी नेपाल 	गाई	166
16	सिराहा	3	दिपक कुमार यादव	32	M	स्वतन्त्र 	कारखाना	111
16	सिराहा	3	दुखनी  मण्डल	38	F	समाजवादी जनता पार्टी 	चन्द्रमा	93
16	सिराहा	3	प्रेननाथ  झा	57	M	जनतान्त्रिक तराई मधेश मुक्ति टाइगर्स 	गोरुगाडा	82
16	सिराहा	3	रविन कुमार यादव	25	M	स्वतन्त्र 	सयपत्रि फूल	49
16	सिराहा	3	मनोज कुमार यादव	30	M	स्वतन्त्र 	भुईंकटहर	42
16	सिराहा	3	निरज  कुमार	34	M	स्वतन्त्र 	गितार	38
16	सिराहा	3	जीवनेश्वर  पासमान	39	M	स्वतन्त्र 	स्कुटर	33
16	सिराहा	3	अमर नाथ यादव	66	M	राष्ट्रिय जनता दल नेपाल 	लालटिन	30
16	सिराहा	3	देवेन्द्र  गोहिवार	43	M	स्वतन्त्र 	कप	29
16	सिराहा	3	अरुण कुमार गोईत	48	M	स्वतन्त्र 	अर्ना भैंसी	29
16	सिराहा	3	फुलझारु देवी दुसाध	45	F	नेपाल कम्युनिष्ट पार्टी (माले–समाजवादी)	सुकुन्दा	29
16	सिराहा	3	शिव कुमार यादव	32	M	राष्ट्रिय शिवसेना पार्टी 	सिपाही	28
16	सिराहा	3	इनर  मुसहरनी	63	F	नेपाल मजदुर किसान पार्टी 	मादल	27
16	सिराहा	3	राज कुमार महरा	40	M	संघीय सद्भावना पार्टी 	राजहाँस	27
16	सिराहा	3	लट्टु  चौधरी	69	M	राष्ट्रिय जनमुक्ति पार्टी 	घर	20
16	सिराहा	3	मो सोबान सिद्धिकी	41	M	स्वतन्त्र 	तिलहरी	18
16	सिराहा	3	पवन कुमार यादव	31	M	स्वतन्त्र 	प्रेसर कुकर	16
16	सिराहा	3	प्रेम कुमार पासमान	29	M	स्वतन्त्र 	इनार	16
16	सिराहा	3	शत्रुधन  यादव	34	M	स्वतन्त्र 	हेल्मेट	15
16	सिराहा	3	शत्रुघ्न  यादव	37	M	स्वतन्त्र 	ब्याट	12
16	सिराहा	3	मेहरे  आलम	41	M	स्वतन्त्र 	पङ्खा 	11
16	सिराहा	3	राम अषिश मण्डल	37	M	स्वतन्त्र 	झोला	11
16	सिराहा	3	नागमणी  यादव	29	M	स्वतन्त्र 	खल	10
16	सिराहा	3	बिन्देश्वर दास तत्मा	35	M	स्वतन्त्र 	स्वेटर	8
16	सिराहा	3	मकेश्वर  यादव	31	M	स्वतन्त्र 	कालोपाटी	6
16	सिराहा	3	अनिल कुमार यादव	45	M	स्वतन्त्र 	लट्टाई	2
16	सिराहा	4	राम चन्द्र यादव	42	M	नेपाली काँग्रेस	रुख	8805
16	सिराहा	4	राम औतार यादव	51	M	नेपाल कम्यूनिष्ट पार्टी (ए. मा. ले)	सूर्य	8560
16	सिराहा	4	सत्रुधन प्रसाद सिंह	44	M	मधेशी जनअधिकार फोरम, नेपाल(लोकतान्त्रिक)	नमस्कार गरेको हात 	6543
16	सिराहा	4	राम कुमार यादव	64	M	एकीकृत नेपाल कम्युनिष्ट पार्टी (माओवादी)	गोलाकारभित्र हँसिया हथौडा 	5679
16	सिराहा	4	विन्देश्वर पंजियार सुडी	42	M	मधेशी जनअधिकार फोरम, नेपाल 	हातले समातेको मसाल 	805
16	सिराहा	4	जय प्रकाश यादव	37	M	राष्ट्रिय मधेश समाजवादी पार्टी 	साइकल	629
16	सिराहा	4	दुर्गा प्रसाद लम्साल	50	M	नेपाल कम्युनिष्ट पार्टी (मार्क्सवादी–लेनिनवादी)	हँसिया र तारा	400
16	सिराहा	4	रोहित कुमार पासमान	28	M	सद्भावना पार्टी 	तीर	378
16	सिराहा	4	हरि नारायण यादव	63	M	राष्ट्रिय प्रजातन्त्र पार्टी 	हलो	280
16	सिराहा	4	शुभ नारायण मण्डर	57	M	जनता दल लोकतान्त्रिक पार्टी 	चापाकल	261
16	सिराहा	4	कृपाल  तत्मा	53	M	दलित जनजाति पार्टी 	जग	175
16	सिराहा	4	राम बिलास मोचि चमार	61	M	नेपाल कम्युनिष्ट पार्टी (संयुक्त)	हँसिया	159
16	सिराहा	4	रुपेश कुमार रीपु	42	M	तराई–मधेश लोकतान्त्रिक पार्टी 	जोडा गोरु	115
16	सिराहा	4	चन्देश्वर  महतो	49	M	नेपाल सद्भावना पार्टी	हात	110
